PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
327.7197819659511,500.52234837366353,81.26796197006257,75.47536695580266,112.23494218588671,58.88534075332871,2.5409904084212522,17.444999398981622,42.38389192037149,8.541782735158256,54.128776653237736,2.1389547825573336,473.32104137140686,Severe
259.0067479445821,423.96078509671025,111.53529154338332,70.73796051203456,137.92379738070753,53.79680763354192,2.582585828836504,17.757212161219876,39.361615571758264,8.823393868610992,61.18333265627905,4.294484519190265,420.62424119323464,Severe
265.0104842140569,441.9642960854465,85.67197526357397,74.59369027058811,111.413939850953,61.95832337337726,2.7447440273957517,18.68738481165421,38.17803968309894,9.662749573626082,75.06580418992034,3.272749573626082,454.0593003424469,Severe
249.1562963593721,448.94106705110045,102.1007963577656,92.12206539716671,145.8977988407317,63.131053807696624,2.722245860919933,21.211169702397495,116.21409105953198,7.903673013248453,23.94793460283329,2.037756622505157,477.0205298004126,Severe
232.2424402877104,381.4026089511323,27.258628659426346,60.25703149747236,69.03644925407231,50.884766131935066,1.6969965002808485,18.7894559469515,69.8752594133453,4.524416160019918,18.102815741121397,0.1801940811333531,435.8145085065233,Severe
245.45327027822387,442.33534847630295,106.20578409936486,91.17090240212744,152.39991898749668,64.84439642190684,2.688272992256025,20.41050577943652,115.34632767102087,8.298011458480996,25.017859081451558,2.7625689014740393,465.8028746594534,Severe
263.49608109263266,458.9640801563276,97.71807968817508,70.12806883918154,119.27360725844018,52.987237385248804,2.887167609762173,17.544716643938084,49.86218388325248,9.980762848827473,87.50569498669356,3.8380002340762704,453.8612682936955,Severe
237.22578744701684,377.6868795896902,45.936007864355524,80.86462442680256,108.76782738237638,46.764141239841095,2.29806681655297,29.905749848942218,100.87820425302648,6.332961362093096,15.202750453173348,2.2170930935152477,419.2065865711076,Severe
180.15254961751003,294.56649830200365,58.04910279187767,61.95562261385385,84.41894841638545,56.66642837992274,1.8463885751054834,16.52227421891705,33.25756010938814,6.399605723171585,38.31811467791823,2.0447716629745676,417.09714377637084,Severe
275.16154616340253,422.9464293731993,60.80229588278278,57.39001186181979,85.06096106422508,52.305938445943035,2.01567667766317,11.313681124775496,29.257632180857666,6.839191694157925,40.79425806092614,0.49882610285212714,430.42847607215907,Severe
273.4410765348895,410.4935063477714,63.44034931316947,62.92282371478401,91.30380800197248,59.51006365231995,2.2341490114426064,15.448270041551329,34.506429999908626,7.385372528606516,46.9715632985397,0.8866144953106266,451.72952861565415,Severe
299.29643598399485,476.0686745012104,28.699488907417404,60.81223170117905,79.3225111586757,50.36914480772915,1.7739114135564884,18.780596293038887,86.78663057150071,4.855625206116443,15.085747784618334,0.07390800553823651,454.2173764868772,Severe
299.48143960755124,413.2553557162232,63.62204591526095,63.45673257683686,12.254583523797123,73.4074269191894,1.821057610143779,18.89981245405864,67.8260973549417,5.883196478614287,16.141376860613605,0.36371345959470147,456.60398740065665,Severe
278.18363179923676,412.15370565305625,116.32454891167376,97.74729771430296,152.88022993941956,67.20264336766213,3.087891853456106,27.7389897431393,124.71306499697091,8.595564680135697,29.101753592112434,2.9380602295995564,440.73524986369426,Severe
251.74964247584657,389.24113487261457,57.06965544446377,60.271247012222574,83.57799877966058,65.89740909353738,2.1753013273702053,15.613425469214434,30.089629507229372,7.069277322897859,34.56637110294034,0.6441664547556866,426.1455779889719,Severe
220.89894375351622,342.4976012144414,56.52041671811063,60.60581231596227,83.4319084552053,50.17945705611133,1.9949287355160126,14.664506583008734,33.89342612962805,6.82971494206405,47.348206901779434,5.480481930870388,440.5493416991266,Severe
325.4421373676282,501.25053280262904,89.29553939953465,77.15900877373552,120.72110007371757,59.41077441094572,2.6108823788113944,18.26307460995982,44.30796708188785,8.719224709466868,56.11858393897212,2.40037436918021,475.78343210242883,Severe
344.6431251983104,578.0576941546173,66.28380291170299,53.06029496192084,103.30542606608888,38.12845517028605,9.510326632185038,11.879793910950694,40.71230752169446,11.098517943488746,37.072637480837464,6.1349922242653765,498.88034661959824,Severe
363.0529251405174,510.3669202657793,75.5970543367433,79.18742254073372,117.92361793571888,88.96055423929452,2.35183783432617,17.956294823055746,96.41915837968857,8.314023349903458,31.175878505676334,0.16130220012872298,471.8683045725319,Severe
198.5094927618888,244.3423194292557,41.28039081649858,56.13655396677296,72.3255865209722,54.87116285405006,2.145664530346366,14.706420101159118,32.94498794617027,5.478197996749826,26.87017796424809,3.4498312463837513,425.3520903179013,Severe
254.30242484200926,444.516295806502,97.25897791608193,90.11290981041111,154.19257212648841,70.74557719897828,2.857621242100463,31.46698008178344,119.75378009377503,8.824247247304864,23.87530793011233,3.1032237411711057,436.95180007434857,Severe
397.49603196994457,567.9801317338462,97.28908680020639,76.37961527183376,130.43210252913823,64.49063120559796,3.120498447590048,17.62213255317557,50.376283940102915,9.679817155208934,68.27219618581623,14.50049895967091,567.5753932232966,Severe
254.34462968196425,456.5611146798822,113.08364029407534,94.991661395425,151.57867552442772,63.8042645532551,2.8911199306451483,22.539389783812172,118.76538802536638,8.342347445953044,27.121800730410285,2.460123459824014,471.26225744574833,Severe
392.9097690451633,495.0225379465931,100.71923626261035,64.34819372773285,122.7865477707844,51.39448549789628,2.8481138220179756,21.953065727422363,39.04954285868873,8.767384900498364,53.549044388116876,1.6775735182965668,474.74936125817004,Severe
255.10921800085248,432.8566950440596,92.78076557878678,73.6369455309135,118.87704729486718,60.75737203746411,2.820615704818737,19.210704290201004,40.66711506703158,10.04957349344939,81.44181981765972,3.4352515322146444,446.6394356469849,Severe
318.8969021428147,269.003633591208,33.25199149207116,34.79286447535688,47.80514649745783,38.07163920557512,1.6075497819433315,9.333185401359515,30.962174403753032,3.7908270142351084,29.568974501005272,0.28776416128755933,435.9739651605166,Severe
267.5003484796724,461.83904731128973,87.33627374413877,71.16237001698373,110.37940760675755,55.762169580120165,2.875268661373812,17.51118211004477,51.944847498517,9.79311647193622,80.01187059605535,3.007415053917213,446.6020913220486,Severe
319.3547149552116,560.4438704833826,76.56957834310376,55.52199240269377,113.77715846973041,45.76680812228279,9.499281091730424,13.418170367505589,43.17186141136317,11.769586094814857,38.60772894531941,6.462968259732456,470.1916831377416,Severe
248.41357196493678,391.29263697498595,48.654603128645235,57.426086597609746,74.99873141529258,52.91435282950809,2.0066479547616045,13.021558921887001,28.69435604904264,6.774636727618568,40.41418764189708,0.8944683204730103,431.53071366662465,Severe
365.57645844231416,511.3853556706818,78.50959588464384,78.16134129612435,117.56081739091437,89.1559750564113,2.324154247258108,18.078654123774626,93.71245076391392,8.413327696141684,32.70292358078553,0.12423105375997645,470.3928407853534,Severe
222.89570958306155,345.2028968544705,56.575420053755956,61.58139779556614,84.03115532249907,49.98622165325211,2.002889744622572,14.668848951612311,33.459912997370836,6.861558978490289,46.989961491984246,4.918868924807624,440.1151048387688,Severe
253.94351388320118,386.26102616176007,38.62562253627804,52.03641260793991,78.9884775327169,60.50590073889539,1.790483165672583,19.096940309802676,72.08726224071988,5.089970758034506,14.627232998754387,0.02582723003648983,448.417276996351,Severe
384.3860701771174,549.8501129290693,62.711778030491864,73.60201585496486,94.80372591674379,46.40160804268718,2.5181426946838044,15.361902595784057,41.58625133898883,7.086047564894602,52.787247993371025,1.8683465348003379,543.8935442927161,Severe
242.22574385728646,413.81725954119383,105.40267019351892,72.96927389408636,133.1613600302087,56.363141670908156,2.837567812705974,19.682119380721367,43.581268607561434,10.25172723874041,85.95406045120869,3.324255383742237,428.30079335408294,Severe
302.12992688390534,460.6714893867803,33.14710397961239,61.197146089454854,76.61148205422069,53.77712053024699,1.9257130586328777,16.337176467201914,70.24450147111185,5.488564245655868,22.641341059573996,0.44999685747444246,453.1428631286201,Severe
248.5691806227475,378.97073235828134,40.13657910795628,58.25212820317969,67.79810266145883,54.16693721856539,1.685003976436581,14.126678634529213,35.71723556696737,5.294626099302981,31.70558862827239,0.425350042077534,413.71439932675946,Severe
258.8391899789422,403.4396640532195,39.098860395734974,50.37496775062544,64.50164214122326,61.64592250471593,1.7551658118720492,20.14343862940321,72.5367193147016,5.147990198964511,15.048263929495516,0.05835076931515579,448.406632474882,Severe
240.99436731117584,390.50916067679503,86.78584592417155,73.53194873389086,132.51212819095934,72.50762590541827,2.3883762632166974,23.911332517954683,88.2533486696529,5.71554316841565,16.64746938345388,0.16257565425135462,433.2665174659858,Severe
318.2849614701058,458.89258519462277,37.23281637398778,57.169124621993824,63.72604214193343,53.48163876951644,2.038934978867065,11.478054185015166,32.18189945974333,6.196774232054355,37.2971583373111,1.0078904274320226,463.0537627990941,Severe
539.2105909863822,679.4709033564436,41.80907957768451,65.62532633058314,78.97888510249703,65.65442432425885,2.3800279210433857,12.932349634112361,60.19141409015741,6.598911079307964,29.526908325003934,0.6315635784295901,667.974871060953,Severe
182.57620061186418,288.3592276498849,45.32581995470789,37.607042328260476,69.33945620406246,31.547774746712253,5.957910246732453,10.436160321029455,36.50025816838108,7.65393470857036,22.156757239461033,2.752957851325198,435.32971401327217,Severe
215.32796978626413,334.9498300330031,56.36695748595726,57.883930145662944,81.76001050490275,50.718583569071214,1.9727175308622347,14.652391380470311,35.102927183047406,6.740870123448939,48.34771111119944,7.047381459173259,441.76086195296904,Severe
248.86656950351266,452.15146977874076,93.67119973553892,87.89368977197796,148.95463639774158,66.93866524286014,2.6763838599566645,28.48476681734661,115.78958269292887,8.406374655964836,22.67767719913329,2.5325452603900196,454.7663393145546,Severe
271.11726290382234,463.9412972112469,77.5127167582106,71.78042278260261,102.73209275329022,58.4215374659873,2.853506240049204,17.415427456216495,53.172248061224906,9.540672384570763,70.94999835648846,2.406772225358025,438.33237121869746,Severe
243.86059079185148,431.88071416795583,107.89803935076685,87.70105820759854,161.4647197389846,68.28859121585926,2.6107942004405347,23.446860004958058,113.91669552312807,9.034756545704788,26.148333686673144,3.889504434471154,439.73014498898664,Severe
261.5507469669404,449.7171920022677,91.26746289458487,67.13615979316707,122.73742732319268,55.89211095202725,2.774228743464704,17.112241604139538,42.892153362829646,9.125944319449982,61.55968056078869,5.237183117493599,431.2202613042246,Severe
258.3055107893373,389.46912266750616,64.75857567099239,64.12216861538941,91.97810853127211,80.56002269139992,2.258306112402698,18.670968462171672,33.96316750266411,7.000288637992758,25.218461849914664,0.2032852270012071,414.44170147566916,Severe
388.35091120825433,583.3136828107282,62.60272542845666,73.6098053265388,96.63425173662039,58.00013121628825,2.5882479388492907,16.296639184657213,49.57045970228037,7.109415979616431,55.36556308434615,3.021188327743896,589.8514265789796,Severe
236.7857362925766,414.8087733401333,106.77091068299067,71.52370443219552,133.27636602448598,58.01,2.966853091742631,19.89517088783461,45.50901273081371,10.693145156967631,92.86123669705225,3.8225885086743467,431.98599622818097,Severe
303.6964579505311,478.90826512716933,80.59341745710567,93.01679945431717,129.5209858648734,78.16146110224236,2.4666964007425722,23.07419409799798,108.07819594019365,6.020133803341575,16.310987388410016,0.20051983848281063,465.74684710250426,Severe
359.6705519729661,489.0832466282814,102.9364528403909,68.17517265342454,130.22668979604612,57.77386649108785,2.9960222514853587,18.484500794695904,41.06478543210547,8.535744834476613,59.272219336069966,1.6522106625526696,485.4009536350868,Severe
261.32343182123594,399.3982584664824,101.21274691514519,77.34362776456858,133.46709070833936,50.76075509507801,2.3816731777420683,17.80824807828253,34.61613600350522,8.25505982181978,56.02326638936757,1.9488835297209843,410.5816750109538,Severe
314.3774143112812,500.0933327251712,99.58510198263755,71.38255087728837,123.66476150837049,55.567516693025176,2.9195238149538287,15.86819718543766,38.30704062200941,7.279421661270672,60.454013673705276,3.875034070232786,460.139454192093,Severe
249.69013990779726,363.46696425886324,37.70892467177753,53.148674928591,60.48350004384441,60.26271028763402,1.6959484302966619,10.284877154739272,27.48699198235866,5.802622419322613,30.753278024153264,0.5706556048306531,433.13112096613065,Severe
318.7014761635349,495.52797706064285,104.23072888866831,70.69278860042199,131.98499365262518,55.91532198048902,2.740498183244381,17.10019437031155,40.86013964900091,8.763128748467196,59.8725395087998,2.7785115789996095,499.97995009556973,Severe
352.5279454137533,96.63359628765109,8.866607190199366,16.930806186161274,24.343476131643005,10.604240656883094,1.2226027293123356,9.412528603645365,38.804129239714854,1.4575047757715496,9.86466930521194,2.392003729150127,509.6480582029282,Severe
