PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
297.8851532441499,474.832546692926,28.49259718779879,60.96890698399703,80.23685203994164,50.40811276268644,1.7694923671180325,19.21848362194042,89.43926362905742,4.782510074134719,14.166184393925121,0.06024913472846401,454.17720333743665,Severe
259.2771704010092,429.4920373645514,114.45503211224843,69.40699275318038,139.77557502831814,54.76557835251257,2.6546793431300904,17.8126786782912,40.22391543113022,9.018717372520362,63.10483864110263,4.732958047984557,421.7579017351462,Severe
387.65292193574663,577.4225984989541,62.621923561688696,73.60843403130795,96.31199735736831,55.95827261753789,2.575906281771552,16.132083756954028,48.16488209064898,7.105302093923851,54.911664362931525,2.818236633576633,581.7607847169063,Severe
368.4664042752897,480.24038967864544,110.44473348089794,64.23050175940844,135.70946826523786,56.96485077542886,3.16384725661199,18.608923497961797,39.329120291971,8.570050827566538,61.79351883211599,1.483447152336632,491.42981884538864,Severe
324.78154278589705,486.34878001662264,64.68260881435661,90.31544292768817,124.66579608077109,73.65073960005917,2.5899797858504727,21.765214626705273,107.91502675402143,6.574909036327128,16.339995243729522,0.7299131980637957,472.99881093238076,Severe
523.6897733544494,657.8657551532897,38.923726380222156,56.71838188029372,65.58257257091388,52.65561344465301,2.422399582400013,11.649144958255123,35.56237870240066,6.466251242618284,39.1818940110567,1.3019258301091357,621.5932094108941,Severe
278.303608590647,452.3942880440794,98.98013973475973,75.75324780759516,123.77771154569304,54.26824964356453,2.964408988809233,17.848359142141828,45.865709904783046,10.132698263571191,85.29195423549884,3.0693315623837534,440.7760571905449,Severe
247.77390170400506,368.2967996272678,41.27576242399277,55.438560352817866,66.95338748560536,52.610769820809885,1.7150956111998088,13.316353898405147,33.71614185521271,5.167811352800806,33.45735165198887,0.3716149800003412,414.5741603199945,Severe
273.97904025602946,451.31216316834883,93.2030227383431,71.56512588146515,123.63388641556446,55.52196321619116,2.8503198706796393,17.230023983704392,42.52543382625841,9.402307070575189,66.87132334290025,4.343490618476179,430.61415434353984,Severe
249.26461464516095,386.0065055141313,39.07858411088821,60.03021628528787,67.89694797883669,55.82129035886735,1.6627042691531986,14.460343794358243,36.63578512903972,5.430287814515826,30.28785976814478,0.4775719536289564,414.51439072579126,Severe
264.6504369661791,453.18350659848784,89.16608646044006,66.9668765225534,120.96188920311751,55.94415894521843,2.7495247217167647,16.834105100080556,42.286143928596246,8.954695314676165,58.34130002948239,5.317339890821209,432.09314005144086,Severe
257.02953799914417,386.8062622505823,31.748517214352525,55.313135374154086,79.45501945499782,50.435718613341415,1.8047946116297124,23.330876593990116,73.23216962987144,3.9216431069623012,8.5066397824778,0.02464377185920133,429.09723932516613,Severe
247.33155156852834,433.91995174517535,103.41609686262868,71.16315810871339,127.5259269996559,55.907216438392794,2.942069288555502,19.12247459126793,47.80347644716222,10.506702783920092,92.59977127709233,3.732069288555502,442.17723376033507,Severe
250.7173181099991,389.4993646373179,37.786293286454914,59.641332232541124,70.61922731781492,54.191357849957534,1.688942406464847,17.015702006031077,43.47076864938006,5.117007581232606,26.50195836280229,0.3944281608973435,414.2863291762154,Severe
298.2978871420827,206.1630677444707,42.025511742890124,21.91368868452771,59.12021356379401,24.678671218893278,6.669276570054546,6.011306503160065,32.94943721664161,7.322559457457774,15.242044574518152,2.9922291713146,465.2111092530414,Severe
316.03154392540256,483.26107620549027,71.2853594592147,91.43646599751936,126.68062814856165,75.52262241733435,2.5388190014554923,22.308421778663742,107.98273955689714,6.344685506549715,16.327957412107175,0.5102227709559377,469.98935302679365,Severe
225.1421813153614,379.35312185073104,20.839140368726575,59.54572576493649,70.52813728239398,47.99578192341794,1.7312897216805263,21.957732212372058,88.68571937245501,3.948012455238509,10.210367539444169,0.0,447.27165059387283,Severe
272.14766815352436,461.3633765482225,94.8018137071905,69.25752224835028,123.4790850893823,57.224712620932586,2.809246962139644,16.009133577978684,44.008218520899355,8.907773260970403,67.19822635822939,3.190858291768043,462.05020252402375,Severe
249.80375110760542,357.4491210190261,37.3432386223951,51.311368806693814,58.504179922187056,61.448527185631434,1.7048243052816723,9.170067256621945,25.044351186483755,5.902032219154731,30.877540273943413,0.5955080547886827,438.10161095773657,Severe
335.5550887156073,496.7853259785001,81.66717234008172,85.00665120655566,123.49167804381777,86.1751954961371,2.361455937826025,20.192007612561646,100.76344816607916,7.320436804088554,25.684613166488184,0.03512643730438497,467.683524973918,Severe
248.26226410688884,355.296090275059,39.651539930381475,52.570899310644975,61.287364266291235,60.41915067251183,1.7544828112718507,9.30543935331439,24.475340913884445,6.103615933534832,32.66195276523379,0.6455862490174805,440.491625014036,Severe
189.62758638414607,305.0656383395502,57.457953749319536,59.75199660544465,83.01462252185767,54.93183611889535,1.8796927465172093,15.917248438270697,34.24835920888698,6.4800908040832566,41.87055962850233,4.167912590472095,425.42318662930234,Severe
377.05178357010453,518.8590137307501,58.909119555241624,77.16117047863457,102.14659438858783,63.72814003933063,2.4750268549885375,16.47853908862357,72.19486293299781,7.204865725057314,40.10292262048415,0.8258002786584115,564.4650885149015,Severe
252.99752767803378,422.8514627846844,111.26391091623134,73.59177484873253,140.1915765232,57.43845929603855,2.942967669407229,20.085244146380724,41.97535331075661,10.484920840453011,86.11070662151323,2.8640713289252986,420.64236315759035,Severe
459.7126892044332,607.645816804613,82.3322845341842,71.40453109164385,124.73523697751824,79.57106145805733,2.8653600145046076,16.751061860963084,53.35303264801018,7.977083720314548,50.53213159930512,9.872131196399351,544.5090912753689,Severe
264.86482350333944,447.0311115553288,87.13190722412816,71.02526352833254,115.84154097838143,59.23972873738061,2.744538988294432,17.82128031770251,39.93786348667736,9.318653854506481,66.85194698140498,4.24042147159726,443.56032692280695,Severe
245.7347270475084,379.99994083916454,48.38548358502274,61.39006488415109,98.44237968828463,45.21447025954718,1.9426268144180692,30.08519327813168,105.27101273054106,5.90756389952305,13.615629928337258,11.386689409242905,420.5113008837235,Severe
367.1720724587141,487.73488744968137,108.50462169702331,65.50025040667295,134.86045147355938,57.67272957327597,3.105101778449541,18.463303760159185,40.031409146399206,8.686873678885693,60.536385721512275,1.506200406520208,493.0921189025787,Severe
376.41542079988284,543.7898550271796,71.30149127518634,78.85205612873183,106.16021280823983,47.5586047973901,2.7442816804061323,15.783050275388074,31.970532829353346,7.731417814416352,59.79160801084972,1.9015251376940365,534.9081152429302,Severe
275.8533470923537,407.79720713765715,67.88860050216944,66.3659087413084,96.6674444843636,62.00735569865326,2.3946792219530066,17.779774919930126,38.774864484588974,7.869808604045758,51.142267642756536,1.331229519355389,466.75042105144536,Severe
254.10174569489263,365.846927296851,34.109265713479644,56.596949851553816,75.52234731377845,55.667413647595716,1.7477174608969877,13.79698731112316,69.73783811309808,4.44273619068166,11.377511745093965,0.07898031813467665,444.049111114799,Severe
294.0707769812515,475.6844120896386,90.22102677152809,94.53939276816544,133.59242064471795,78.85164366599778,2.4780375379219293,23.788653049845408,109.26025945291165,6.052947833161564,17.579525254650907,0.23282500677983275,462.46011592630765,Severe
219.82984431400524,368.22537809947386,25.55173970857951,67.186314788837,82.41964531066048,48.75676733597861,2.2217371351850237,25.973785642359598,96.0470880720219,4.360782647238634,10.12889919011257,0.6047724397319484,450.4479795849866,Severe
355.71463860714437,519.3534460943224,80.70244511845085,67.86193725824997,110.63926999910225,61.013725155982875,2.6019915647133214,15.524279235960481,39.76910359371184,9.07404235073341,57.44578894353302,3.188566558607607,535.0279061660465,Severe
239.1562306547673,358.45180791750903,54.06215901666714,63.66835833904994,82.7939181278855,48.51145997005877,1.9994199795138987,13.8448897108308,29.81875982035265,6.55875982035265,43.017339525667964,0.7338899472088929,432.3399984241461,Severe
241.7263306224727,449.2195689590168,28.88308956715654,39.31026205054273,67.9175418938694,59.15555839816581,1.058828909345936,9.53456128787467,14.089903178679752,3.4641779500701326,7.5120274376642735,26.830557504425915,466.5990854111909,Severe
249.16924817727954,364.37240334663113,40.01084902233949,58.23750535105764,81.7917340862196,59.079626708446696,1.8861262067740636,14.677616530292799,65.39756126952219,4.653736839759079,12.223137477428246,0.07654296448242077,435.2760473567723,Severe
274.7954542052909,465.2398237856928,93.2345921051805,93.29736955477085,137.78893449387323,72.7588817250442,2.55384618489595,22.361066717068837,111.6588593771032,6.712382343330759,19.516626056370413,0.8851118678603145,469.47642830141695,Severe
254.855481626345,385.99222072773273,103.65746112977797,74.69091338948336,134.54983126959863,52.95757870752775,2.5326869928650724,16.56024711556789,33.97788893581554,8.183826890157984,56.65866413979077,3.0401720427796746,408.58715292442355,Severe
274.6254915647889,462.22231480152465,91.7473366561061,69.1871163272127,122.43471028014044,58.68896376707585,2.787374798307272,15.691226639526999,43.10841337977732,8.632193633686486,60.776150507326165,2.9541449316966286,461.15543493862356,Severe
299.8117255681222,436.4838377240005,41.28034739280931,59.91483635451958,70.1215992773576,61.43473384606544,1.975339854616137,12.726977990670537,40.17441090806664,5.991056246064182,37.36560885753179,1.6444303374150384,471.8665036345966,Severe
294.4175448480031,470.5872017075743,28.25209613980267,62.76523461512405,85.76403957198879,51.327019785994395,1.794776853641207,21.097243113036598,101.430384545891,4.587680533155125,10.387971160723136,0.0647269369466954,455.28567203524256,Severe
371.65069394343465,501.035148872512,55.46124296806223,80.36005976990664,109.28895996344919,82.75896666591154,2.4572741056479033,17.761023995822764,102.07348279575126,7.318569262553295,29.482087654165092,0.23431495553051962,596.6882526150898,Severe
313.93604743639673,537.7162179230354,88.96196637744362,59.16030847741544,119.07841688237556,47.96915354131335,7.2063068009530715,13.552794140529333,39.473271991468316,9.74474879631574,48.03389885065722,5.960324799159634,464.18857342112676,Severe
377.29817825290075,536.4528467391232,66.03107489703028,71.99565518853596,97.0747304477209,47.220075078107605,2.510840167645027,15.12,39.57420083822514,7.476750135807998,53.084774920407426,1.9407337334599322,533.0840167645027,Severe
238.63634114057282,363.4153470379516,54.74863966569447,66.52658525548571,84.86136375217816,50.1159888571823,2.0208126957153763,14.00806417006007,29.59648412046995,6.963480989023929,42.91184860367462,0.858650156572301,437.44785490610997,Severe
261.7216369808186,431.4575351184457,112.45687338607321,70.20978665175615,137.67066987449942,54.741239581169204,2.683563253670444,17.7188537127331,40.74136397303894,9.102463613354695,64.75646657609742,4.659201396102645,423.8241696640354,Severe
303.22384782604,415.0030666229479,62.80084746195773,63.8980483868563,11.812013975681035,73.17172415701992,1.8009978005974407,18.59515409657363,68.70622149878729,5.727732954630166,14.834981763908328,0.24586207850996433,461.7443135969058,Severe
228.55880189280268,366.8764597908616,50.19142999342965,65.40802199672595,99.2786712895086,44.64551660327182,1.931754162744858,27.937047730057802,119.97583770388768,6.739220908493604,16.998876774502495,14.951127248349069,430.7496215686493,Severe
286.01132670045456,448.1489083333927,98.1490224488868,77.981021088315,126.44456496593367,55.382919047621655,2.979432312922748,17.860688605430347,42.54529727891119,10.02303996597475,78.89367806099894,2.9580147959443592,430.1175680272202,Severe
357.68680002028736,523.8243421880431,76.85997651101958,66.71271371105385,106.27662910108432,60.8311054748749,2.552767685349818,15.20303056049455,40.461921337454584,8.785454159258174,56.49112096753018,3.2640858092385443,540.7363752222548,Severe
263.98130611237093,453.0695591946559,93.8191216733269,71.96836169982052,116.27634417568451,56.10371740570306,2.8433479173776326,18.009483068028775,46.0355371660301,9.927747527952388,84.74747363751631,3.537747527952388,455.2918489672204,Severe
291.69792203642794,409.8609779725262,56.97547754085436,63.01523282985186,32.68280366066347,67.8977144736237,1.8332634989025052,17.103100648728773,57.97927905536884,6.022697840012796,22.660101939674213,3.769257233555793,466.3242548573257,Severe
263.4541740891076,449.3692059322802,93.83462080944504,67.0103558846911,124.62454989418576,55.45533673299148,2.7301928253907866,16.909261310296912,42.14806890032255,8.927202608948805,58.42312350965181,5.33176804037714,429.55947821023904,Severe
267.58367256570006,458.16082017899686,83.74927545157679,68.7942099856026,113.1153793938166,56.97523701012083,2.7917775468981625,17.01573180952787,47.047041593140435,9.162309772009342,62.52659460902022,4.120718291467149,433.50665281388973,Severe
389.17494228350046,582.8541587666598,65.37995765226572,73.8319549108661,99.38486842868913,58.786913979550974,2.6325137515838053,16.424351935705705,49.81858714466721,7.3159432381916805,56.45916406431446,3.967634482237461,589.1227694105852,Severe
350.42829092297205,495.1076617657963,41.90358987768901,85.214557760606,116.11069781517938,66.5003489075897,2.7042761066270375,20.025654884271116,107.32862227565059,7.181104145629573,16.034070483714384,1.3794486293816586,481.4000070219644,Severe
327.2471617335146,502.8850682877338,87.55761886919318,78.62359975545208,119.54555264623822,60.08372271950689,2.606615431643831,18.538360633048903,44.879832683518615,8.688866100681002,55.73428263279048,2.367151640289629,468.7595625894323,Severe
322.57028896334947,496.14210635819205,109.16399994101401,71.63323579899996,137.98642015025024,56.26685283282676,2.74131914830866,17.815572688420453,41.686193258672425,9.232565600823616,60.6541861563291,2.4921241140503954,504.6959220511813,Severe
401.4136185573299,560.5310565430926,112.82379077659739,77.58881897163883,145.5306402294829,67.2674098820801,3.3570816594074757,18.198867071072964,50.610800560930045,10.833046423032627,74.006949431643,19.610948639121645,556.927942207592,Severe
332.98018796822237,487.2848503070078,53.46340066464839,55.75564696812077,77.8524691389967,50.67277323550805,2.2142577451693524,11.089031501716887,27.027329866793995,7.883482425503383,46.16347200471382,0.694257745169352,502.5451184306236,Severe
367.80546128946526,498.14756657699434,93.2845424911022,71.65280688088605,126.15484812712864,74.34869331289948,2.7201711911895066,18.13267243604911,68.55978330245206,8.443034736181742,46.05153265211248,0.6964168341809021,481.1248132710598,Severe
246.0975962929451,345.79806267774416,43.67695666145703,49.50806364179765,65.17287930574979,49.33064788133041,1.7785233835101857,11.608334601190002,29.49819499657266,4.900508598064218,37.1497541114858,0.2583511008746686,416.3863823860053,Severe
251.83670640090892,359.1830903382806,35.81156207867799,52.96447969123686,65.23872656578389,59.32353626774068,1.7231405772889237,10.775799101265243,43.716322867194044,5.29421075069453,22.38234360762172,0.37346960879937263,442.31405772889235,Severe
270.06347659816265,393.36596930201733,38.27060866748755,53.62337685576297,64.09181001231192,49.30887036840622,1.7045622104365972,13.021914041102393,36.57452791931053,5.602815338573743,34.43125706790421,6.345840710294599,500.9068697793348,Severe
261.41763153581763,409.6849853162938,104.42371134303576,75.4386571211466,134.84965760498363,51.50173067769326,2.429931627644735,17.962505742132944,36.33485123778354,8.460182148534026,57.70913359467328,2.604760430136551,414.3075156266787,Severe
260.3418195356085,430.64695965567114,113.12480192180719,69.73743692165012,138.20761443949175,54.71028788945285,2.666965969706604,17.704050729738324,40.64940604837443,9.048186009040517,63.892959234735486,4.762373701823812,423.51016699444926,Severe
418.75125805174565,182.1164934694495,15.507010101886658,18.77569622450487,22.70882879372634,29.57235304495304,1.316854729125212,6.142105216483136,33.20767176713999,2.8465430967819207,15.014934424058994,0.5212252614153704,470.1688426778069,Severe
213.63170446765508,318.0238462636176,35.072195542827956,45.20243046165628,55.99984255697418,42.68798790767725,1.5947801965751238,11.859801813848414,29.796523128813632,4.582473696202854,34.80419213999021,0.6572074072964756,426.368730156353,Severe
254.45501969260368,398.2230050915897,41.47400903011042,50.06182630262713,80.77102219318276,62.999140167941796,1.8241656258902272,21.846668268905656,71.66142185133549,5.530401575408295,17.66398501010366,0.5649630113620715,452.24968776706817,Severe
249.8778322743181,452.90614348829706,88.43376419121813,85.09007694097627,150.66774571843442,69.18004616024238,2.6424235430266307,33.37127908672372,115.47261973491523,8.727110982526266,21.99847086053261,2.8381881127603252,440.0502019782066,Severe
253.19407108444932,392.0451621296567,90.36622081735653,76.31419637410306,132.7019325143054,68.9939175776646,2.417240125162069,25.825630866972006,93.58383875408393,6.140929385253672,19.093782192237757,0.407313868960135,437.8877664275216,Severe
279.7511065168323,468.0233652476908,87.12220294177801,90.84891880745226,138.13625219357405,76.19764098824835,2.496725449438306,27.109833235449127,110.68937743360918,6.835331006130092,18.270449042392865,0.9974308426979807,454.6299509703666,Severe
417.0900148178864,569.2344759236389,57.015460988076384,69.54229210440366,87.42019654218342,45.62470236482339,2.481347769807121,14.285736613191226,38.56873626016317,6.932477815747229,49.010164529659974,1.5055650229700541,553.5348475863241,Severe
264.5200658701485,460.1068252891477,95.43073565712962,70.65310391523597,116.68067902063657,53.570890790205496,2.8932005663649303,17.590082492005696,50.93348805701792,10.001126569833193,87.47871583435706,3.5023356316720813,453.4162152186736,Severe
172.02204362564066,322.37498508633223,34.211793889932366,48.520246720262655,58.23915676962925,33.535651023972704,1.4903861929655422,14.474941671420577,44.38880280180682,4.890837017848401,25.010308954372434,1.4268600295724978,411.0,Severe
262.46331608147284,372.02990834351556,32.98650144087074,47.03412238853278,54.054290441451386,49.52422593175684,1.5752520793779101,10.294180954857516,31.03113563421494,5.067295025878655,30.169584959730397,0.7952783908553736,492.0919199025424,Severe
248.770136564102,423.94889351060664,110.93170454165599,70.1280698431866,136.49393425995174,56.118471419050785,2.7836703188915703,18.742289630592214,42.88579802280547,9.756717222944161,76.26058238345564,4.420623414838978,427.35364602701725,Severe
276.6341305990863,440.21789791695346,105.23817930362826,75.31474626815275,131.86759612252723,55.07575260446585,2.862939802394731,17.878838202135842,41.7352070132681,9.689073407831417,74.08889512459074,3.5441579851138343,427.21778004530574,Severe
378.19064900757485,543.1252595423904,69.1129352268424,77.50948404200997,103.13608033382978,46.495549379886086,2.6818364670702315,15.613556124904914,33.90038727959141,7.564897245520617,57.8305309539437,1.8167780624524572,534.1647198460741,Severe
395.6696673554618,557.0434678182733,115.73224392611884,77.01831928525958,147.5024612129354,66.89253658198302,3.36,18.119667404996143,48.74011084848985,10.772895786568562,73.95385809213789,15.303064264384902,562.1618625716491,Severe
238.14741791865092,417.82211784762137,107.19913004794408,71.44661541467049,133.54951294618695,57.779045729002306,2.9472492807673913,19.95178256082556,45.602200177591826,10.66383692061917,91.93937803234118,3.8406616409156125,432.31058426567853,Severe
290.95802882694437,473.62474327871826,88.12289426860471,93.87126774530026,132.82071120492978,78.25429056110187,2.4504110459051867,23.295319585372507,108.93951620686217,6.015029309489806,17.030846103205292,0.20110530356655665,464.4715022212187,Severe
380.67420663916903,554.2565712760684,111.25243072135095,74.92320972828773,141.32117191494478,64.22729974122817,3.2028312065342748,17.54566241306855,44.58083186155393,9.871719852823292,69.9071423985175,2.811234594856776,579.8576144266495,Severe
335.88498941022533,503.18716803976304,127.61642921002326,77.06384156619305,157.5935154108111,57.67453377650919,2.943582189848826,19.865749419514497,42.80488843157133,9.883064457095719,65.22320941504324,2.293774787155316,483.9578565900138,Severe
247.7536131921774,382.8765439502037,45.54603788768915,60.32875625518589,95.7871728339078,45.587592622173894,1.9263704459218844,29.846766540187637,100.51718611458534,5.548375567035923,12.558191863299722,9.583006618951941,420.58871216227675,Severe
365.1066446184437,535.2874960273057,77.64128236426441,76.15506685899062,111.64337270097676,54.67614424749654,2.7741859243960154,15.810735010301237,31.75383843308302,8.479805388321159,61.86563507897615,2.5892649896987634,537.0,Severe
246.05755528490792,395.52245538635003,80.8216126052701,69.80407555958463,118.45713434816045,65.99417924212474,2.307514795584571,20.37419392426119,65.11577005108643,6.399988874949541,29.99124948948345,1.1144600178872215,428.01664219643925,Severe
342.4688686807841,514.2391661666026,93.14992722862841,76.28826170760773,128.3383918303687,72.97516865422105,2.620844961831111,18.107385069697006,61.37447650857118,9.469117797872464,49.57626444236176,1.6034654563509194,490.6203235976812,Severe
375.433342460254,519.7498664498005,57.06865511996119,78.84016939520271,106.44983889834212,77.24936405760978,2.4871595905437673,17.436553016953386,90.29646706928834,7.271606357716937,35.32469995130647,0.8683141708213457,595.4074461195528,Severe
194.00829195768392,334.8525110030798,60.372380699528584,57.782542700342596,86.76846451630438,48.711225568680234,2.0145747490553885,13.754787815032383,37.92208135185702,7.1262387742834905,42.96633738534064,7.342361331628383,434.39003345928154,Severe
270.3993390439333,417.57689981453177,121.63628748735371,102.97397807977049,160.64105836087134,72.48798456775893,3.3665308179451157,25.785583949984773,129.9426784041699,8.903534061939338,29.356928222749737,3.5422668262809873,433.9892538813288,Severe
361.31129615943115,240.557174106105,22.861430184220325,29.47734796894465,34.490997975482586,40.649274318520696,1.450571457894915,6.950875753396662,29.946708962304655,3.905493319780698,20.434775382095502,0.551419361460142,460.2479240916676,Severe
501.4454983182282,652.8317603652304,53.9447564735627,77.51654007032384,104.3312063668329,79.12687409711424,2.37,15.58182731075311,78.9272887605513,6.516757292861141,25.680449483620983,0.06748275155777203,640.4998975876944,Severe
275.7484288133297,426.56756996019425,57.43316263780915,55.77448318154345,83.99064260675658,52.584539709897314,1.9782681616405815,12.71706774065822,38.18899036221191,6.355188449034023,33.64592717941755,0.32007679282245566,421.8030717128982,Severe
270.36787195610407,458.28769239391784,136.2163473329091,102.34619529507818,164.35526485552515,67.14552278325601,3.329428834276991,26.36514049150708,126.51002301791891,9.322911101511968,33.897176426362954,3.5347351444748423,449.35099036834384,Severe
246.295052295915,446.3315821892643,104.22923232990983,91.703336964554,149.5503530053478,64.17513510042093,2.707607208210062,20.577077486117457,115.78357840105832,8.113592783227103,24.430396365925045,2.432399982874329,471.4544147075565,Severe
335.76684189348754,491.2486539991095,106.58269929546849,68.59054881901658,134.21636475385398,56.2605398590937,2.8379328665790164,17.72023440422824,40.86987748480673,8.916089511227979,60.06184335535104,2.1775048965202917,503.78920281812606,Severe
314.4760461072167,446.18061559225,111.67091295212252,66.27476133854836,136.5450650848208,57.75364417560571,3.073151535607784,19.26009018926278,37.47473496195901,8.958080064387033,65.42921508871913,2.5107521482915702,481.8352760975357,Severe
247.85450328905864,421.3697653366861,114.1045931813281,88.58713725564563,162.06507427904896,66.56515918512606,2.5927781380619987,21.085946882005967,113.47999351488403,9.001580979521638,27.80832792907002,3.9666817986039358,441.685101118867,Severe
260.23465766874807,411.4986268587038,66.07338987738781,62.37180867057001,97.27705096690109,58.518028147905255,2.15986534800937,17.610496767733473,49.90914911220355,6.655020920114523,35.99952985365642,1.654863826125455,418.3251046005726,Severe
353.68289621887897,465.6338903661474,114.12585976634122,64.4337340209378,138.56455374575532,57.427040273423074,3.219572231547463,19.087502694466444,38.319514863728315,8.851953641945988,65.83194054508672,1.899745494501634,489.135261053928,Severe
255.15083387655375,399.16784749424914,74.88184336377368,65.86436067636808,102.44958841846757,67.83915723326874,2.302819661815958,17.209777614644963,36.61931533769038,7.460550082287668,39.46456555547861,1.7360948078308864,419.85282358254926,Severe
361.90564179304516,523.5963172782764,111.198018678972,83.30354657571735,148.46822983767015,61.6773181895102,3.1648506632473636,19.361801417618114,40.288820933623036,10.71575606034966,67.44309925409047,2.334247065179166,524.3945266145067,Severe
271.3162696521179,459.0789239694282,92.1082249537235,68.06080826918279,123.6809120212579,57.59578914336928,2.7693992349674597,15.9316985430225,42.11554888899498,8.66780994542302,58.965543387592035,3.874527614259023,452.339158464206,Severe
286.9560566876048,399.95852928073907,103.36445670646171,85.66109794816782,136.82254042969436,58.785609668713555,2.5200946129096873,30.646934980141584,111.04981645472625,7.690175106952163,27.058576587193897,1.5322848286997028,451.3874179443964,Severe
265.0090136259564,442.89319036208883,85.76377768859987,73.7548160820581,112.39774432890212,61.45623271528306,2.7411857296289215,18.485225533473592,38.3584786552219,9.56344173708875,72.57595952343144,3.516117599846989,451.2728218534811,Severe
274.0359351732984,462.63698749278706,88.55976570761935,69.72979667534308,118.21586637773149,58.72141641247899,2.7999952715196064,16.035585265749265,45.17636806185554,8.807077333914549,62.53219920858527,2.8243343500840457,456.2875381281517,Severe
164.4701281131729,334.6285492530843,48.04692607164827,54.63124182708281,75.51297948115753,36.572491241453086,1.7487185366075402,13.321057203152986,43.587972536516624,6.193980173553592,25.216974829286034,2.2994492792076917,411.0,Severe
312.3961982239889,463.62182081239064,117.53122921490824,83.404305316931,148.48455623177875,63.01626291288305,3.1279201515951076,17.992614878159667,39.500104298895465,10.393572517607279,73.25634655116563,1.6347208012884262,482.2560021656444,Severe
378.7844402531149,565.1961444116301,67.08037444242905,71.44292593874678,99.6951867168044,59.0883957067775,2.57830189440619,15.969056832185714,46.845473601547624,7.6364147517214285,55.76339600942357,3.1172641071644045,575.2075574483572,Severe
177.26177984295134,313.8731097873207,24.612581207515994,44.28026252921194,46.254081681915196,31.4286039248033,1.3111477818830788,15.275539907588914,44.94444187616246,3.9866788108324185,24.866918225506463,0.8214325076939546,411.0,Severe
371.29073663241076,536.44670664052,73.26549739083453,82.27405739359472,113.79138377682064,56.83519707626178,2.8319510394681657,16.555994377958083,41.22731596956554,8.037015753909158,58.331651532317395,1.7540832793711096,548.2402928338512,Severe
274.12824494000904,451.27293766950646,93.26435491549691,71.64468529198996,123.6687398415374,55.520239018439845,2.8519209114487145,17.237844452076413,42.525680140222875,9.410004381964974,67.0204048698976,4.32631021945418,430.607996494428,Severe
248.14428200685722,394.87364965544884,72.38426551732776,65.76386693390653,103.39547759739952,60.39328389136514,2.2556093539139153,16.347928188706618,40.68711129831735,7.020787225208353,40.7413373685515,2.0176943408587373,418.626482260787,Severe
227.44563700932787,375.37285283851963,22.35937871766223,59.416626778963064,70.42679821560202,49.393195711797574,1.7235285416213757,19.929154183877245,86.44913067160442,4.0611564572916405,10.698198748097779,0.01234989567481487,448.9414375135873,Severe
303.8405814772528,416.2435372856684,62.00648241480769,63.80658185062901,13.64442069974547,72.64656215015287,1.812224710710646,18.28592779234946,67.40188606885378,5.758711583917045,15.604676081299097,0.2675055990989531,461.66042470248203,Severe
209.23200885568372,395.7962734747234,18.56169315188189,55.42619659168837,64.14464042786808,45.412149389627174,1.5828029801813384,19.425755445129912,84.23329623234318,3.8982094689542595,9.894356549520435,0.0,460.6855371204919,Severe
358.7086514531569,512.105108129582,81.72174727336946,78.05833321027654,120.3955075944492,86.44267042523084,2.391483584020504,17.873037574977474,87.4219512408019,8.646408507899634,36.42787415352324,0.42674186584432483,475.66197287090245,Severe
246.51691760609503,447.38485443034864,103.70828003798536,91.84366873318378,148.7993036514522,63.9987404191824,2.712703054556953,20.620980162336824,115.89882292613417,8.064986248841373,24.275561034615663,2.345378606796651,472.94396979357083,Severe
268.0746046336265,412.15371192147865,106.61848142041995,77.505434571972,139.2612673722592,52.36566606438187,2.532362172617982,18.719872469693172,35.03514812445721,8.843611924780197,61.68911708925182,1.6271610757581183,407.6843241342185,Severe
329.9543062499224,481.4386362422974,49.49650809592944,55.211496008912896,74.36351607810366,50.38844339881501,2.1581879223596014,11.606564175219,28.699068982586496,7.36661617310659,44.040171141730795,0.7859774819680635,497.29097238021563,Severe
385.69709291605386,550.9075038946374,120.42675713384017,75.98622315332086,150.59439477275188,66.22189183802284,3.36,17.96724814500519,45.51753220868115,10.659670050575285,73.75789047214953,7.9346817528223115,570.871534571132,Severe
221.5504577917935,376.7576212048258,20.239918439378474,60.54966280308228,70.28369601090941,48.090185843372986,1.7551300903610894,21.599344597135214,90.4977971460801,4.006661229291899,10.520515817018373,0.042344305345956,450.0313661521081,Severe
274.6021761995761,406.8500657446201,59.19397847095171,58.62670529306828,12.379574294053244,69.87431541893802,1.8430210388230948,18.728910257050348,63.5777358640443,6.167733399301868,21.07446745677615,0.9380662393841276,425.78550295723704,Severe
264.4564906706882,447.9421186312567,90.05748103802514,73.18050913600702,114.03131054387431,58.80686309672929,2.7978212531077173,18.322478884884443,42.40763110702122,9.805394617726991,80.27732428951398,3.41539461772699,454.7227656638465,Severe
249.00438745204025,387.9173761446071,39.8937156730585,60.340767365791784,68.97973209656419,55.26696688134854,1.688507000644731,14.671311254232357,36.6770988126742,5.512399031113511,31.084847876024266,0.5074663437045037,414.5475228921425,Severe
246.5859461259563,393.08810122615887,46.47190623215809,56.20832438906112,74.0607191646685,53.68179504967413,1.9394398210003927,12.949898669635912,27.503436837673604,6.528866459689571,38.00535625214292,3.008869789880901,434.35200596665356,Severe
